author,comment,replied_to
,"@@nguyengialuat5528 mình không có ý kiến gì về điều bạn nói là đúng hay sai. Mình chỉ chia sẻ rằng so với rất nhiều nước có xuất phát điểm về kinh tế như Việt Nam thì hiện tại hoàn toàn có quyền tự hào rằng người dân Việt Nam mình đã rất nỗ lực phát triển đất nước trong thời gian qua. Còn những mặt trái thì nước nào cũng có, không ở trong chăn làm sao biết chăn có giận? Thay vì trách móc đổ lỗi cho người khác thì tại sao không khiến mình trở thành một người đóng góp cho gia đình và đất nước, trở thành người bản thân mình tự hào nhất?",@inhtien1868
@inhtien1868,"tôi là 1 thanh niên ở vùng quê tỉnh Yên Bái , sau khi hết C3 tôi và nhóm bạn thân ( 7 người ) đều đỗ ĐH dù không phải top những cũng hạng 2, đứa giỏi nhất đỗ HV Quân Y, ra trường lương 5.5tr bác sĩ được chuyển lên huyện vùng cao Trạm Tấu, tháng 12 năm nay quyết xin nghỉ nhà nước ra làm tư nhân.  đứa thứ 2 là HV kỹ thuật quân sự hệ dân sự, sau thời gian khó khăn kiếm việc HN nó quyết định học tiếng và hiện đang ở Yamanashi, tôi học GTVT, ra trường theo nghiệp công trình, nợ lương , 30/4 1/5 giỗ tổ 10/3 , 2/9 đều làm việc đầy đủ, lương 3 cọc 3 đồng, những hs giỏi nhất lớp ĐH ( 5-6 ông) đều sang Nhật để làm hết, ngành xây dựng và giao thông miền bắc rất khó khăn họ đều không chọn ở trong nước phát triển mà ra nước ngoài làm công. B nói bạn làm bất động sản, với mức đẩy giá ảo thì chỉ tầng lớp trung- thượng lưu nhờ giá đất kiếm được bằng ng ta học Y tri thức cả đời cũng khó kiếm nổi mảnh đất. Nhiều người bằng tuổi tôi không đi học ĐH mà đi xuất khẩu, bh nhà cửa xe cộ hơn nhiều ng đi học như chúng tôi. Có tri thức cũng chỉ làm việc 10tr-15tr / tháng không bằng đi xkld thì hãy gọi toàn dân đi làm để phát triển đất nước theo lời bạn nói",@inhtien1868
@lygiahuy8944,GDP is 4000k$ you make me laughs a lot really,
@vulang2349,"all sugarcoated, mark my words!",
@Minh_Hien-j3k,I dont believe my country will be rich. Because we have communist party.,
@sumurans,I'm from Indonesia. Vietnam is often talk among SEA as inspiration for of great growth on economy for developing countries.,
@oscarcyber3308,"Im Filipino, and its true. We always compare our economy with vietnam's and we often see them in a good light, a country we can learn from",@sumurans
@Kiu87922,Thank you so much,@sumurans
@ridhobaihaqi144,"Indo banyak punglinya. Kedok CSR, tunjangan, memberdayakan masyarakat sekitar pabrik.

💩💩💩",@sumurans
@hoaivinh6258,"I dont know if you guys see it, but I always think Indonesian and Vietnamese have lots of similarlity in appearance. I met some Indonesian students in college and I mistake them for Vietnamese at first. always thinking if we share the same ancestors.",@sumurans
@tuyentrinh1944,​@@hoaivinh6258 tổ tiên Bà Trưng đã đến Inđo. Mình nhớ có 1 bài báo đã nói như vậy. Và ở Inđo đã thành 1 dân tộc thiểu số. Mình nhớ vậy. Bạn có thể tìm hiểu thêm.,@sumurans
@kdt9154,"The analysis is one-sided, based only on numbers found online.  Did you know that most households in Vietnam do not have to pay taxes, or only have to pay a symbolic tax when they receive income from employment or production?  It is estimated that 40% of Vietnam's GDP is overlooked because the government does not count small businesses in total GDP.  And you take an index of labor productivity (An INDEX BASED ON GDP per capita), and like I said 40% of GDP is ignored?  So the video owner thinks that the elites of the United States and Korea are stupid for investing in Vietnam because of cheap labor?  You think Vietnam lacks freedom and censorship, but every year tens of millions of international tourists come to Vietnam to travel?  Have you arrived in Vietnam yet?  definitely not.  But I know your great country, America, has eliminated Tik Tok because it can't compete with Tik Tok.  LoL.  That's right, democracy is the best, so we are only ranked in the top 40 countries in terms of GDP value, the remaining more than 160 countries and territories are probably all dictatorships :)) I respect those who  friend out there has knowledge, but certainly not the owner of this silly Youtube channel",
@mitismee,"1:52 why dont we just simplified this one and call it "" The US lift trade ban on Vietnam"" because clearly after the War the USA put Vietnam in trade ban till  1995 or so,  before that Vietnam can only trade with the socialist countries.",
@ArchsStanton,"*incredible! superpower! india! TALK, TALK, TALK, TALK, BRAG AND BOAST, BRAG AND BOAST, BRAG AND BOAST, BRAG AND BOAST, TALK, TALK, TALK, TALK BIG SHIITTEEE, BRAG AND BOAST, BRAG AND BOAST, BRAG AND BOAST, BRAG AND BOAST, TALK, TALK, TALK, TALK, TALK BIG SHITTEEE......... AND LIKE TYPICAL incredible! superpower! india! OVER 7 DECADES: DO ABSOLUTE NOTHING........*",
@Rememberyou2326,Good joke.,
@kobe.4363,Stats don’t lie 😅,@Rememberyou2326
@kimduong2332,A Future Economic Powerhouse Short Of Power For Economy.,
@BangTueDungo,Cũng tại tụi mày õng ẹo phản đối nhà máy điện hạt nhân đấy,@kimduong2332
@nazriahmad3158,better be Communist rather than Democratic country 😅,
@Alan-qm7kv,"Are you like st.u./p or something, why Vietnam even sold their life to escape vietnam and trying to go to a Western country?🤣😂🤣🤣🤣",@nazriahmad3158
@LMACy,"​​@@Alan-qm7kv Who else, what percentage do they represent in the total population?",@nazriahmad3158
@zftthanhkien8207,"I have a somewhat pessimistic outlook on Vietnam's economic prospects. There are many problems that need to be solved before it can truly become an economic powerhouse like weak institutions, dependence on foreign economic components, extremely ineffective public investment projects due to corruption, energy security issues...",
@NTTrung207,Sự cầm quyền của Đảng Cộng Sản là thành quả của bao xương máu của hàng triệu người con của Đảng ông định xóa bỏ nó sao? điều đó sẽ biến Việt Nam trở nên khủng hoảng vì kẻ cầm quyền không đóng góp vào lịch sử của một quốc gia hồi sinh từ đống tro tàn của chiến tranh. Hãy nhìn vào Ukraina và suy ngẫm.,@zftthanhkien8207
@ductienk40tm,"thank you, bro",@zftthanhkien8207
@processv,❤❤❤❤,@zftthanhkien8207
@NoShameSpeakYour_Mind,Press x to doubt,
@vietnamese80,"The important thing is that land in Vietnam is permanently privately owned, we love that, it motivates us to strive to build on our own land, that creates our love for  with the land we own, and our descendants will fully inherit it.  I think if you have Vietnamese nationality you will also have the same.",
@gametri-eq6lj,Vietnam let china lease land for 70 years,@vietnamese80
@TheViettan28,"LoL. You don't know what you are talking about. You don't know what is really ""own"".",@vietnamese80
@nguyenductien9098,"In Vietnam we don’t really have the rights to “own” lands. Instead we have the rights to “use” it, which can still be taken away",@vietnamese80
@gametri-eq6lj,absolute bs Vietnam doesn’t have any major companies and even malls are own by foreign countries all the money of vietnams wealthy is brought to other countries,@vietnamese80
@63W-raccoon,"You dont own land in vietnam. You have the red book, which is a right to use the land. The vietnamese government can take your land away. The US government however cannot take land away.",@vietnamese80
@oopsv2474,Vietnam’s map includes Hoang Sa and Truong Sa,
@NTTrung207,That is to look on the map and look on the mainland is not,@oopsv2474
@Chelsea.C.F.C.,bruh,@oopsv2474
@hellothisisme2010,"Yes, I believe so
others may say its theirs, but if we can agree on one thing...
its not china's, fuck off china the islands are SEA's, regardless of the actual country claiming it at the end",@oopsv2474
@nimvotri,Actually we have two children per household policy not one child policy 😂,
@kienngo4601,"I have smth to say about low ""civil liberties"" and ""ethnic minority rights"". 

Thats some soft of lie. 

In here, if u dont go find trouble, trouble wont find u.

And i kinda want to be some soft of ethnic minorities group.🤧

Since they get an extra amount of score in university entrance exam.",
@andrewchoi5808,Keep Korea Japan China Vietnam and other countries and nations safe 🙏❤,
@audience2,I.e. control immigration,@andrewchoi5808
@luckylife116,thanks Andrew!,@andrewchoi5808
@processv,❤❤❤❤,@andrewchoi5808
@ALWH1314,"Just don’t grow too fast too big, if so will face US sanction and communist dictator black filter.  Japan got Tokyo treaty to learn never overtake US, China is currently under attack.  Hahaha. I understand you need to be political correct, does anybody believe economy can grow without government oversight and wonder how many of these fast growing companies are owned by Chinese.",
@chillxxx241,Why does this video not mention that China attacked Vietnam after the United States left?,
@ArthurJason-Constantine,"The war launched by the United States against Vietnam is the beginning of Vietnam‘s poverty, at least this is the consensus of our country.",@chillxxx241
@jerryu8166,"And not mentioning the Soviet Union and China supported Vietnam when Americans were there, according to Wikipedia anyway.",@chillxxx241
@chillxxx241,@@jerryu8166 Russia supported and China actually sent troops. Things started to escalate and the US started negotiating with China in secret with Nixon. Then amazingly the Paris Peace accords was signed by the North Vietnamese. The US military left and America opened its trade to China. North Vietnam abandoned the Peace treaty. China and the USSR stopped their alliance. China attacked Vietnam and started trading with the United States…eventually the US won the “Cold War”.,@chillxxx241
@inderveersingh3419,Waiting for the comment that points out the irony about communists bringing reforms and shifting to market based economy,
@myparadiseonbantayanisland9030,"Beware... When communist countries start getting wealthy they begin trying to take over their neighbors they do not evolve into free and democratic countries, of course their countrys name may have the word ""democratic"" in it.",
@iplaykh8701,"No wonder Vietnam will become a rich country, because it has been exploiting Cambodia and Lao for about 4 decades now. Go to learn more about Vietnam before saying something about me.",
@gregoryturk1275,Proof?😊,@iplaykh8701
@1012pear,A sad Pol Pot survivor.,@iplaykh8701
@iplaykh8701,"@@1012pear I am Cambodian, so I know my country much much better than you donky! I encourage you to come to Cambodia and observe it with your two eyes ather than keep trusting their propaganda. Trust me, you can be better than just a brainwashed.",@iplaykh8701
@iplaykh8701,@@gregoryturk1275The proof is even Cambodia agricultiure section is heavily depend on Vietnam while Cambodia has about 80% population are farmer. In Cambodia we generally eat imported Vietnamese agricultural products which is full of chemical and sell back our own organic products to them to further processing to sale to Europe and the West. This is just a small example of a system that they has created for Cambodia and Lao after the decades of Communist friendship betweej these 3 countries after the vietnam war.,@iplaykh8701
@gregoryturk1275,"@@iplaykh8701 Ah, that sucks:( I’ve been to Cambodia and it is a very nice place.",@iplaykh8701
@vinl3358,Steady exchange rate? You must be joking 😅,
@FazedZyro,There's a high possible that Vietnam will become rich in the future but not now. The future will tell I am sure Vietnam will shows it weath around 2027 and 2030,
@processv,❤❤,@FazedZyro
@d.b.2215,"If even China, with their increasingly smart and technological economy, is struggling to escape the middle income trap, Vietnam's not going do much better than that. Look at Thailand. They've been industrializing for many decades, now they have a diverse, vibrant economy with good infrastructure, but not exactly ""rich"". That's the best future Vietnam can hope for",
@quocvu1337,"Many chinese car brands, drones, cheap phones, are exporting all over the world, with these pillars in technology, pretty sure China will escape middle income trap soon.",@d.b.2215
@d.b.2215,​@@quocvu1337China's growth rate massively slowing down at a time when its population has started to shrink is not a good sign for your optimistic vision,@d.b.2215
@BinhPhan-qv3ti,cái nhìn thiển cận,@d.b.2215
@mrconfusion87,"​@@d.b.2215 Its economic growth works just fine considering the fact China's population growth has flatlined (and is arguably starting to decline)! Per capita income wise, it is inevitable China will cross over into the ""High Income"" level threshold really soon! Maybe it won't catch up with North America and Western Europe as far as per capita income is concerned in our lifetime, but the likes of the World Bank and IMF see it differently! If you wanna argue about that, argue with them instead! 😆😆😆",@d.b.2215
@TienTien-em5fs,"How long do you live in Vietnam??, it's very fun when I hear Vn will be rich 😂, of course I am a Vietnamese",
@projectzero3104,Did you use the right formula ?,@TienTien-em5fs
@TienTien-em5fs,@@projectzero3104 what do you want ?,@TienTien-em5fs
@ocmanga5685,"50 năm trước, những kẻ phản bội bán nước phải vội vàng chạy trốn nếu không sẽ bị trừng phạt vì tội của chúng.",
@ngoi0hongj,"Vietnam is the center of South East Asian, it's one of the most important political lands and China is really want to control Hoang Sa and Truong Sa islands in order to consolidate military and economic power. That's what President Trump doesn't want.",
@Kẻ_Ngoài_Cuộc,Tôi yêu đất nước tôi. Hy vọng đến năm 2035 Việt Nam sẽ lọt vào top 20 nước có nền kinh tế lớn nhất thế giới.,
@Phanngochanh73,"Cũng rất khó đấy bạn, còn phụ thuộc vào chính trị thế giới nữa các nước đang phụt nhau ác quá",@Kẻ_Ngoài_Cuộc
@tungvuhoang1568,@@Phanngochanh73phụt nhau thi minh mới có cơ hội len lỏi vươn lên,@Kẻ_Ngoài_Cuộc
@Thailand-l6y,Dream 😂,@Kẻ_Ngoài_Cuộc
@duyla3815,"​@@tungvuhoang1568  hồi xưa hú năm 2020 lên nuov cong nghiep. 
Giờ 24 con me rồi;)))))


Len cái qq chứ nghe ba cái tuyên giáo",@Kẻ_Ngoài_Cuộc
@tungvuhoang1568,"@@duyla3815 covid, khủng hoảng kinh tế, cả thế giới dặm chân tại chỗ thì vươn lên kiểu gi? Vn hằng năm vẫn tăng trưởng >5% vậy là tốt rồi.
Apple, amkor, samsung,foxcon,intel,… họ cũng đã có mặt ở VN rồi bạn à.
FPT CMC Vietel cung đang cố gắng đào tạo nhân lực cho họ rồi con chê gì nữa?

Còn mấy cái thể loại tự nhục, luôn chê bai thì bye nhé. 
Ko góp ý để giúp người ta đi lên thì đừng đạp người ta xuống .",@Kẻ_Ngoài_Cuộc
@nigelxz,😂 What kind of rich? Indonesian and Thailand rich? Close. Or Japanese and Korean rich? Never. I’m sorry but this is just delusional. 😂,
@tom4488,Ever heard of prediction?,@nigelxz
@Thailand-l6y,Poor vietnam 😂😂😂,@nigelxz
@KVUAA,Relative to Vietnam its richer but like not categorically rich,@nigelxz
@kobe.4363,"Indonesia isn’t even rich Vietnam is breathing down its neck, it only has a high GDP because it’s a. huge country",@nigelxz
@angkhoanguyen6114,@@Thailand-l6y Jealous Thailand. 😂😂😂😂,@nigelxz
@coreana.aesthetics,The emergence of Vinfast and other conglomerates can definitely bring prosperity and wealth to Vietnam. I wish Vietnam the best and rich. Love from Cambodia.,
@greyandperiwrinkality,FINALLY A CAMBODIAN THAT ISNT A HYPOCRITE(hates pol pot but thinks his ideas for a ridiculously large cambodia is pretty rad) THANK YOUUUUUU,@coreana.aesthetics
@duanngo9331,Cảm ơn anh bạn từ Cambodian,@coreana.aesthetics
@kevinjusdeel1223,"stop spreading the misinformation, VINFAST is the biggest fraud that has not been revealed and now they have a legal issue with many shareholders.. There is no call the development in Vietnam after 1975, they have grown till now simply because they've got a huge amount of money from what is called boat refugees and foreign workers from Vietnam.",@coreana.aesthetics
@hoangnga290,❤❤❤❤ thanks ❤❤❤❤,@coreana.aesthetics
@kaingchhaylong2762,"Wish Vietnam grow better everyday 
From Cambodia",@coreana.aesthetics
@drywater22,"Vietnam will become rich, just like it's neighbors and that's inevitable, the only problem is time which is something that a lot of people doesn't account for.",
@ditsygirl5409,Very few countries in Asia became rich and developed. Most became middle income and Vietnam’s neighbours are full of countries stuck in middle income trap.,@drywater22
@drywater22,"@@ditsygirl5409 like I mentioned before, time is something that a lot of people doesn't account for, most people always focus on the current situation instead of looking forward into the future. As a result, they are stuck in place because they are too heavily focus on the present or the past, hence, they can't move forward. If u want to move forward, then look into future, give some time and trust the process.",@drywater22
@ditsygirl5409,"@@drywater22 you’re too optimistic. We need to factor in the fact that due to climate change, getting rich is now harder and no longer like the past where you just need to follow the growth trajectory and viola.. you become rich! Haha.. not so fast.. meanwhile, river water are diminishing fast in the Mekong river during summer and it can become worse. Rice plantations suffer from constant drought and sometimes extreme floods. It’s no longer a straight forward path to success and many times, the cost of production is now much higher than what it used to be for the developing countries. And the best part is that AI and Robotics are coming so any current developing countries banking on their cheap manual labour for the next 20 years may find their people out of job at the factories soon in another 5-10 years replaced by robots that can fulfil the manual production at a lower cost than human capital. In short, developing countries are in trouble the moment robots become cheap and accessible as many jobs will become obsolete. The people in developed countries may also face similar issues but they have the technological and economic power to help upgrade their already well educated population to be ahead in the AI and robotics game.",@drywater22
@Lezang进阳,"Its not the outside factors, look in side, heavy brain washed, community-based bias, uneducated, and the mind set of Hedonism type, Its about the basic thing that makes up a strong country, its people",@drywater22
@NineDiamont,"​@@ditsygirl5409 That view is also too short sighted. Since asian countries are doing way better in software developement than the west the age of technology can further increase the economic developement in Asia and SEA. Also, what's the most important component for these modern factories? 
Yes it's resources like cheap energy and an abundance of rare minerals. That's something the EU and the US is lacking. Also labour costs in Asia are way lower, but a software engineer in Asia is just as good or even better than their western counterpart. So don't think predicting economic developement is that easy haha.",@drywater22
@hiphopisdead,Quite possibly one of the best overviews of Vietnam and its economic forecast.,
@processv,❤❤❤❤,@hiphopisdead
@tsbm9,vietnam will just be a sweatshop.,
@_NguyenHuuong,"LOL the intro of video make the VCP seem like some form of foreign governor, not that the Vietnamese government themself",
@kevinng5880,"Greetings from U.S- lived there for a cup of  years in Vietnam , did a lot of research about Asian History and always wanna get back there. In fact,  Vietnam is an uniqe and  lovely country and people there are the greatest warriors on earth that always impressed the world..always a heroic symbol from many nations in the world  who fight  for freedom and independence against foreign invaders.   Only  the nation that defeated the mongols 3 times in 13 century and  humiliated chinese empires many  times in History when China tried to invade them.  They also  crushed 3 powers: France in 1954  in historic battle Dienbienphu, America in 1975 (unification of vietnam) and China (border war in 1979)  in 20 century.  Only  25 years  living in peace ..from total destruction,  long  and bloody wars and  economic  embargo  ..one of the poorest nations   but  now 2024 as we know Vietnam has become a new Asian economic tiger,  one of the fastest growing countries with  8,2% in 2022 , a upper  middle-income country with  GPD - PPP per capita (Purchasing power) 16.000    USD  -  in 2024 according to IMF. Moreover,  Vietnam is a new high- tech and manufacturing hub in Asia,  one of the top 20 biggest world's exporters 400 billions dollars in 2024- the largest exporter in South East Asia. They are even building a   huge EV Factory-Vinfast Cars 4 billions dollars  in US and  also 2  more factories in  India, Indonesia...only contry in South East Asia, exporting electric cars to U.S and European Markets.  Unfortunatly still  toxic and  jealous comments about Vietnam as some people here   don't like the truth and don't want to see the development of Vietnam.  Peace and love!",
@hongichle7751,Bạn thật sự rất hiểu về Việt Nam..... cảm ơn bạn nhiều...😮🎉❤,@kevinng5880
@amthucvietnam4890,"Trung Quốc dẫn 600.000 quân tràn vào Việt Nam năm 1979

Trung Quốc thiệt hại 200.000 quân  trong vòng 7 ngày 

Cuộc chiến tranh diễn ra âm ỉ giữa biên giới 2 nước đến tận 1989 mới chính thức kết thúc",@kevinng5880
@phamthanh7741,​@@hongichle7751thì đó là người việt nam mà.😅,@kevinng5880
@binhnguyen-jd4ry,Sao người này có cái nhìn rõ về việt nam thế nhỉ,@kevinng5880
@solue9,mẽo là này mẽoo gjà cầy à mà kheen nhiều the' 😅😅,@kevinng5880
@joseimmanuelcahilig3304,Of Course  not it's. Not a popular place,
@LisbonLadd,I really like your videos but this one was a little dry. Vietnam has such a fascinating history would have been interesting to hear how this has impacted their economy (and trading partners) today.,
@PotLid6661,"Vietnam never going to get rich , because the rich going to become American anyway.",
@phuongmua5098,"In the last 49 years since the falls of SaiGon (Democracy of South Vietnam), Vietnamese earned an average (per GDP) of low wages, that they were NOT able to buy a roasted duck / per working day, EVEN right now 2024",
@tom4488,How much is a roasted duck? Cause if i want i can buy atleast a few every day 😅,@phuongmua5098
@ducdknet,"Hahaha, a roasted duck cost 220k vnd in Hanoi(i bought it yesterday) and the avg salary per day for a low skilled worker about 500k 😂",@phuongmua5098
@noivongxoang235,"@@quocvu1337 Surpassed Philipines  oh man L.MAO, and who provide the Statistic of VN's per GDP, vi.et c. o.ng?",@phuongmua5098
@noivongxoang235,"@@quocvu1337 The democracy of South Vietnam ...... surpassed Philipines, Thai lan, Myanmar and comparable to South Korean, even before 1975, you know what that means right, I mean the democracy of SaiGon ....... (not v.iet. c.ong🤮 in the last 9 decades)",@phuongmua5098
@noivongxoang235,"@@ducdknet 500K what? are you S t.u or something,  low skill ....  500k/day, *go on google and SHOW ME link?* (do you want me to prove it you that low skills earn much less than what you CLAIMED, I can prove it to you all day by giving you credible statistics/resources.... You think we don't know about jobs and pays in Vietnam or something. 
For Low skills..... the average salary is about 4-7 vnd/month, maybe 8-10 million VND/month in the very very very *HIGH END,* like top pay.
Even how much a roasted duck costs, 220K vnd is NOT the average, roasted duck costs higher than that. We know how to google man, you know what is google right?🤣😂😂😂😅",@phuongmua5098
@r.b.l.5841,"In all nations there is a tug of war between Land, People and Capital - Resource rich countries like Australia and Canada tend to move to the easy low hanging fruit of Resource exploitation at the cost of more diversified industries.  In oil rich areas of Canada, trying to find someone to work at a hotel or a coffee shop comes with competing on wages with high priced oil field and supporting industry jobs. This stifles investments into research, innovation, patents, new businesses etc.
Long term, Canada has a large trading partner more similar to itself than Australia has, how this plays out over the long haul will be interesting to watch.",
@xechs88,If south Korea escaped middle income trap and still has been border line developed. Vietnam will have hell of a time long way to go.Especially the 8 other economies ahead of vietnam in SEA is struggling to break the middle income trap. They all had the same optimism before.,
@angkhoanguyen6114,Vietnam will escape middle income trap thanks to technologies.,@xechs88
@eagleseven2266,@@angkhoanguyen6114they will not please be realistic,@xechs88
@angkhoanguyen6114,"@@eagleseven2266 Too bad we will, be serious!",@xechs88
@angkhoanguyen6114,@@eagleseven2266 Vietnam will surpass all obstacles. Let's face it!,@xechs88
@Thailand-l6y,@@angkhoanguyen6114  hahaha poor vietcong 😂😂😂,@xechs88
@jerryle379,12:35 we never have one child policy lmao pls correct this ! We have 2 child policy but it was never enforced but more like suggestion,
@jerryle379,@@quocvu1337 yeah no ideal where the f he get that info from lmao 🤣,@jerryle379
@nvkhoi1,"To be rich (15000$/people/year), vn gdp has to grown 8%/year over 30 years, and yet, looks what happened.
It is more likely to be old before rich.",
@solue9,"@@quocvu1337  khi già hóa dân số tốc độ pt sẽ chậm lại dần, sợ là không còn duy trì được 5% ấy chứ.",@nvkhoi1
@daugioviet,"​@@quocvu1337 khi kéo dài thời gian phát triển thì dân số càng già làm cho tốc độ phát triển càng chậm lại -> càng khó giàu, như vậy sẽ già trước khi giàu và mắc kẹt trong bẫy thu nhập trung bình.",@nvkhoi1
@KVUAA,"Yed i am afraid of Vietnam demography with median age of 31 and fertility rate of 1,9 below replacement rate for 20 years now while still in 5k Per Capita so they need to grow really fast before their population get old if not they are well in to the middle income trap like Thailand.",@nvkhoi1
@ngothuat2045,"@@KVUAA Các bạn không cần lo lắng, nếu giữ tốc độ hiện nay và giảm dần sau mỗi 10 năm. Việt nam sẽ có mức thu nhập 26000 usd và GDP xếp 17 thế giới trong 30 năm nữa.",@nvkhoi1
@nvkhoi1,"​@@ngothuat2045 only around 13 years to the end of golden age, dude.",@nvkhoi1
@lance8080,USA needs to bring factories back to the USA and Mexico using automation and Robotics 🇺🇸,
@bluepawn,"All gouvernment employees in this video look corrupted. In the video, they all smile on how to shove anything in a tiny...",
@Sea_Spirit_805,"Yes, rich for the devil communists. The poor will continue to be extremely poor.",
@VanminhVn2,Nó countries is rich under incompetent dictatorship.,
@VanminhVn2,You can find this same content on all tv and newspapers in the ‘people’ socialist republic of Viet cong,
@phamhieu1947,cay lắm hả sọc lờ,@VanminhVn2
@VanminhVn2,"Time has change romantically because the poor refugees and the ’exported’ Viet workers sent massive amount of money back to the communists. The people in the south has been colonized by the communist north.

Many fools in the world don’t know that the Buddhist monks and their followers defeated the Americans.

All countries where Buddhism is majority are poor and backward .",
@guardiandemonx7936,vietnam got a lots of tourism so pretty sure they can get rich pretty fast,
@LocHoang-u2x,"Yean, cleaning tourists' toilets will get you rich very fast.  Why don't you come and clean up my sh!ts to get rich quick?",@guardiandemonx7936
@warastxtd,🇰🇷🤝🇻🇳,
@nnletsgo697,Long shot. Vietnam will not be rich as long as communist is in power. The communists will keep everyone ignorant and dumb so that they can stay in power. They are the worst regime in Vietnam's history.,
@greyrose-j5v,"As a vietnamese myself, i gain alot of more insight as to how vietnam is heading, economically. Finacially, vietnam actually benefit alot from remittances of oversea, gain a total of over 90 billion dollars, which like a adrenaline shot for vietnam market spending in recent year to be where it is today beside the open market reform and investment. However, as the video layout, and i mostly agree with the problems it mention, the question is, can vietnam be a rich country? My answer is..unlikely, very unlikely. My reason is vietnam is getting more politically unstable and corruption is getting worse. People in vietnam is actually losing faith in the communist party and the north - south dividend is getting worse because of unfair treatment across southern provinces by channeling all taxes to build the north leaving the south to fence for themself. In 2 years, our country has ousted 2 presidents, 1 Nation Assembly Chairman, and so many more of high ranking in the party. The propaganda machine in vietnam is getting ever closer to Russia, Iran and North Korea, all from State Medias, which is saying something, especially on the ukraine and israel gaza war. As a common sense and a logical person would, soon outsider will take notice of this and make judgement for themself. Its not hard to see where this is heading in the furure and we can make prediction. Plus the aging economy and middle income trap will not give my country the time it need to achieve it. If i have to describe Vietnam situation right now, its symptons start to show and problem will probably get worst. We were from worse to better, but i think its ending here until changes come.",
@bluepawn,"Strange, your mind is very opened for a Vietnamese person... are you really from Vietnam ??? I used to talk to almost everyone I met in Vietnam and none of them have your knowledge, I would say... NONE of them and even in very high education people in Vietnam... yes I talk to everyone there... I'm very surprised.",@greyrose-j5v
@michaelwhite4260,"Key detail is you were in Vietnam. This limited the ability of people to speak candidly. Furthermore, people with the most insight will actually refuse to speak given the government's close grip on things.",@greyrose-j5v
@Cpp956,Một người am hiểu về chính trị bạn nói rất chính xác,@greyrose-j5v
@nguyenbaokhanh2005,"​​@@bluepawnlà một người Việt Nam thường xuyên theo dõi báo chí từ nhiều nguồn tôi xác nhận những thông tin nêu trên hoàn toàn chính xác, Việt Nam gần như không còn cơ hội để phát triển với bộ máy nhà nước quan liêu cồng kềnh và tệ nạn tham nhũng đã ăn sâu vào xã hội, trong khi các nước Nhật, Hàn...có cơ hội phqts triển khi Trung Quốc đóng cửa không giao lưu với thế giới thì Việt Nam cũng chìm đấm trong nội chiến và các cuộc chiến tranh biên giới, đến lúc Trung Quốc mở cửa thì mọi cơ hội gần như đã chấm dứt với Việt Nam.",@greyrose-j5v
@chonlakarno.2471,"​@@bluepawn Many Vietnamese friends I knew from working in HCMC for 4 years, has similar opinions though. I'd say they will speak up to those whom they considered in their circles only. 😅",@greyrose-j5v
@JakeLucGoodman,"Sorry, at 5:25, when you say 185% of GDP… do you mean the value of just exports? I’m just confused what the number is that you’re saying is more than total GDP cos surely it can’t be net trade",
@TheViettan28,"Trading volume can exceed GDP that's totally normal.
You buy $10, you sell for $11. You make $1. The volume of trade is still $21 >> $1 of earning",@JakeLucGoodman
@TinRapper,Corruption is the cancer holding Vietnam back (as a Vietnamese),
@hoangtiendung9984,"​@@quocvu1337why do you think so?   you know Doi moi? do you know before Doi moi, some idiots think Doi moi is evil, bring capital and grief to countries.",@TinRapper
@TinRapper,"@@quocvu1337 You're a bit naive to think there is no fighting, even when we only have 1 party. Read the news this morning.",@TinRapper
@yingxu7908,watch out for regime change uncle sam‘s best,@TinRapper
@d.b.2215,"​@@quocvu1337So Asian nations with multiple parties fighting for seats in the government like South Korea and Taiwan must have a terrible time running their countries, huh?",@TinRapper
@d.b.2215,"​@@yingxu7908Okay, 3 cent wumao",@TinRapper
@Sebastian-gf2fk,"Let me guess, it's a bubble",
@nguyentienhaiduong9614,"I'm a Vietnamese lawyer. I dont think Vietnam needs to be a rich country. Rich countries nowadays have a lot of problem, especially with inequality, and people's mental health. Vietnam needs to be a well-blance country in all aspect. Money alone does not make a country strong.",
@anti8925,"Muốn sống trong nghèo đói thì ngài luật sư đây cứ sống như vậy một mình, đừng bắt người dân chúng tôi phải sống mọi cùng ngài nhé. 😊",@nguyentienhaiduong9614
@preston74,​@@anti8925you did not comprehend his logic.,@nguyentienhaiduong9614
@youngyang7869,​@@anti8925 mọi thứ phải cân bằng,@nguyentienhaiduong9614
@youngyang7869,​@@anti8925 mọi thứ phải cân bằng,@nguyentienhaiduong9614
@DungHoang-hx9im,@@anti8925 ur missed the point.,@nguyentienhaiduong9614
@PhupolyFRANK,"Easy to say! I live in VietNam, i know deep down how hard could it be!",
@NatureFilms-HHTTran,"No. Too much stealing from the ruling class. Also water supply is critically threatened due to Chinese, Cambodia dams across the Mekong river.",
@thylacine1004,"Big companies will just keep moving on and arbitrade labour for the cheapest available.Just  like they moved on from japan and china.Vietnam next ,then cambodia,then myanmar ect..",
@angkhoanguyen6114,And the new big companies will appear in Vietnam.,@thylacine1004
@luckylife116,"but cambodian is not smart not hardworking not skilled to work in many kind of factories, bad investment to them",@thylacine1004
